"Winner","Race","Loser","Race","Map","Date","Prize","Double Chance","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Polypoid","2023-12-07","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Retro","2023-12-07","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Apocalypse","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","Retro","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Tempest","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","La Campanella","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Neo Dark Origin","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","박상현","Z","La Campanella","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","정영재","T","Neo Dark Origin","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","정영재","T","Polypoid","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","박상현","Z","Retro","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","박상현","Z","Tempest","2023-12-11","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","정영재","T","Tempest","2023-12-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","김민철","Z","Retro","2023-12-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","김민철","Z","Neo Dark Origin","2023-12-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","김민철","Z","La Campanella","2023-12-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","정영재","T","Apocalypse","2023-12-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","정영재","T","La Campanella","2023-12-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","정영재","T","Retro","2023-12-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","김민철","Z","Apocalypse","2023-12-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","정영재","T","Tempest","2023-12-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김지성","T","Polypoid","2023-12-18","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","장윤철","P","Tempest","2023-12-18","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","장윤철","P","Apocalypse","2023-12-18","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","장윤철","P","Neo Dark Origin","2023-12-18","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김지성","T","Retro","2023-12-18","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","장윤철","P","Apocalypse","2023-12-18","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","장윤철","P","Neo Dark Origin","2023-12-18","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","장윤철","P","Polypoid","2023-12-18","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김지성","T","Tempest","2023-12-18","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","도재욱","P","Polypoid","2023-12-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","Apocalypse","2023-12-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","La Campanella","2023-12-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","도재욱","P","Tempest","2023-12-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","Neo Dark Origin","2023-12-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","La Campanella","2023-12-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","도재욱","P","Polypoid","2023-12-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","도재욱","P","Apocalypse","2023-12-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","Neo Dark Origin","2023-12-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Retro","2023-12-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Apocalypse","2023-12-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","박상현","Z","Polypoid","2023-12-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Neo Dark Origin","2023-12-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Tempest","2023-12-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Polypoid","2023-12-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Apocalypse","2023-12-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","박상현","Z","Tempest","2023-12-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","박상현","Z","Neo Dark Origin","2023-12-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Tempest","2023-12-22","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Retro","2023-12-22","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Apocalypse","2023-12-22","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","La Campanella","2023-12-22","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Invader","2023-12-22","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Retro","2023-12-22","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","Apocalypse","2023-12-22","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","Tempest","2023-12-22","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Invader","2023-12-22","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Polypoid","2023-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Tempest","2023-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Retro","2023-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Neo Dark Origin","2023-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Invader","2023-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Invader","2023-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Neo Dark Origin","2023-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Retro","2023-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Polypoid","2023-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","김지성","T","Neo Dark Origin","2023-12-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김민철","Z","Retro","2023-12-26","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김민철","Z","김지성","T","Invader","2023-12-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김민철","Z","Apocalypse","2023-12-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","김지성","T","La Campanella","2023-12-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","김지성","T","Apocalypse","2023-12-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","김지성","T","Invader","2023-12-26","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","김민철","Z","Retro","2023-12-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김민철","Z","Neo Dark Origin","2023-12-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","도재욱","P","Apocalypse","2023-12-27","￦200,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","도재욱","P","Neo Dark Origin","2023-12-27","￦200,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Polypoid","2023-12-27","￦200,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Tempest","2023-12-27","￦200,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Retro","2023-12-27","￦200,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","도재욱","P","Tempest","2023-12-27","￦200,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Polypoid","2023-12-27","￦200,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Neo Dark Origin","2023-12-27","￦200,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","도재욱","P","Retro","2023-12-27","￦200,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이재호","T","Apocalypse","2024-01-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Retro","2024-01-09","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Neo Dark Origin","2024-01-09","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이재호","T","La Campanella","2024-01-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이재호","T","Tempest","2024-01-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Retro","2024-01-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이재호","T","Apocalypse","2024-01-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","La Campanella","2024-01-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
